Core Design Studio,New Delhi,Delhi,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@coredesignstudio.in,Email,Interior detailing + Layout clarity
Craftline Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@craftlinearchitects.in,Email,Residential clarity + Clean documentation
Creative Habitat Architects,Pune,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@creativehabitat.in,Email,Residential layout + Section depth
Crystal Design Studio,Surat,Gujarat,India,Boutique,Small,Residential/Commercial,Conceptual,No,Yes,Not Public,info@crystaldesign.in,Email,Concept diagrams + Spatial sequencing
CubeSpace Architects,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@cubespacearchitects.in,Email,Institutional campus + Technical sheets
Design Atelier India,Mumbai,Maharashtra,India,Interior,Mid,Interior/Hospitality,Interior-Focused,No,Yes,Not Public,info@designatelierindia.com,Email,Hospitality interior + Detail drawings
Design Bridge Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@designbridge.in,Email,Residential clarity + Section refinement
Design Crest Architects,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Residential,Technical,Yes,Yes,Not Public,info@designcrest.in,Email,Commercial complex + Documentation discipline
Design Habitat Studio,Chennai,Tamil Nadu,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@designhabitatstudio.in,Email,Residential layout + Clean documentation
Design Logic Architects,Mumbai,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@designlogic.in,Email,Institutional planning + BIM workflow
Design Matrix Studio,Pune,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@designmatrixstudio.in,Email,Concept diagrams + Section depth
Design Praxis Architects,New Delhi,Delhi,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@designpraxis.in,Email,Commercial campus + Structured documentation
Design Sphere Architects,Bengaluru,Karnataka,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@designsphere.in,Email,Residential clarity + Detail articulationFirm Name,City,State,Country,Category,Scale,Primary Typology,Design Orientation,BIM Usage,Internship Offered,Website,Contact Email,Application Method,Portfolio Emphasis Strategy
Deepak Mehta Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Selective,Not Public,Not Public,Direct Contact,High-end residential + Spatial sequencing
Design Core Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@designcore.in,Email,Institutional campus + Working drawings
Design Dimensions,Chennai,Tamil Nadu,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@designdimensions.in,Email,Commercial complex + Documentation clarity
Design Plus Associates,Hyderabad,Telangana,India,Corporate,Mid,Residential/Commercial,Technical,Yes,Yes,Not Public,info@designplus.in,Email,Residential complex + Structured sheets
Design Studio 7,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@designstudio7.in,Email,Concept diagrams + Section refinement
DesignArc Architects,Pune,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@designarc.in,Email,Institutional planning + Technical sheets
Designscape Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@designscape.in,Email,Interior detailing + Residential clarity
Devang Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@devangarchitects.in,Email,Residential layout + Clean documentation
Dhar & Associates,Kolkata,West Bengal,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@dharassociates.in,Email,Institutional campus + Documentation discipline
DreamSpace Architects,Jaipur,Rajasthan,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@dreamspace.in,Email,Residential clarity + Section depth
EarthForm Studio,Goa,Goa,India,Sustainable,Small,Residential/Sustainable,Environmental,No,Yes,Not Public,info@earthform.in,Email,Climate-responsive housing + Passive systems
EcoHabitat Architects,Bengaluru,Karnataka,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@ecohabitat.in,Email,Environmental diagrams + Material logic
Edge Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@edgearchitects.in,Email,Commercial complex + BIM workflow
Element Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@elementarchitects.in,Email,Residential clarity + Detail articulation
EnviroBuild Consultants,Pune,Maharashtra,India,Sustainable,Mid,Institutional/Sustainable,Environmental,Partial,Yes,Not Public,info@envirobuild.in,Email,Sustainable campus + Climate diagrams
Epsilon Architects,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Residential,Technical,Yes,Yes,Not Public,info@epsilonarchitects.in,Email,Residential tower + Structured sheets
Essence Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@essencearchitects.in,Email,Concept diagrams + Section refinement
Eternity Architects,Mumbai,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@eternityarchitects.in,Email,Institutional planning + Working drawings
Evolution Architects,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@evolutionarchitects.in,Email,Commercial campus + Technical sheets
Formline Architects,Chandigarh,Chandigarh,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@formline.in,Email,Residential clarity + Spatial sequencing
Fusion Architects,New Delhi,Delhi,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@fusionarchitects.in,Email,Institutional campus + Documentation clarity
Genesis Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@genesisdesign.in,Email,Interior detailing + Residential clarity
Golden Ratio Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@goldenratio.in,Email,Residential clarity + Clean documentation
GreenAxis Architects,Chennai,Tamil Nadu,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@greenaxis.in,Email,Passive cooling + Climate diagrams
GreenBuild Studio,Pune,Maharashtra,India,Sustainable,Small,Institutional,Sustainable,No,Yes,Not Public,info@greenbuildstudio.in,Email,Sustainable institutional project + Environmental sheets
Habitat Collective,Hyderabad,Telangana,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@habitatcollective.in,Email,Residential layout + Section depth
Horizon Architects,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@horizonarchitects.in,Email,Commercial complex + Structured workflow
Iconic Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@iconicdesign.in,Email,Concept diagrams + Spatial sequencing
Impact Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@impactarchitects.in,Email,Institutional planning + Technical sheets
Infinite Design Studio,Chennai,Tamil Nadu,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@infinitestudio.in,Email,Residential clarity + Detail articulation
Innovative Architects,Pune,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@innovativearchitects.in,Email,Commercial campus + Documentation clarity
Integrated Habitat Architects,Mumbai,Maharashtra,India,Corporate,Mid,Residential/Commercial,Technical,Yes,Yes,Not Public,info@integratedhabitat.in,Email,Residential complex + Working drawings
K2 India Architects,New Delhi,Delhi,India,Corporate,Large,Commercial/Institutional,Technical,Yes,Yes,https://www.k2india.com,careers@k2india.com,Careers Page,Corporate campus + BIM workflow
Karma Architects,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@karmaarchitects.in,Email,Concept diagrams + Section refinement
Keystone Architects,Mumbai,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@keystonearchitects.in,Email,Institutional planning + Documentation discipline
Kriya Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@kriyaarchitects.in,Email,Residential clarity + Clean documentation
Krishna Consultants,Jaipur,Rajasthan,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@krishnaconsultants.in,Email,Commercial complex + Structured sheets
LivingForm Architects,Chennai,Tamil Nadu,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@livingform.in,Email,Residential clarity + Section depth
Lotus Habitat Architects,Hyderabad,Telangana,India,Corporate,Mid,Residential/Commercial,Technical,Yes,Yes,Not Public,info@lotushabitat.in,Email,Residential complex + Working drawings
Matrix Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@matrixdesign.in,Email,Interior detailing + Residential layout
Metropolis Architects,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@metropolisarchitects.in,Email,Commercial campus + BIM sheets
Modern Habitat Studio,Pune,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@modernhabitat.in,Email,Residential clarity + Detail articulation
Neo Habitat Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@neohabitat.in,Email,Concept diagrams + Clean layout
Nexus Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@nexusarchitects.in,Email,Institutional campus + Documentation clarity
Origin Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@origindesign.in,Email,Residential layout + Section refinement
Pinnacle Architects,Hyderabad,Telangana,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@pinnaclearchitects.in,Email,Institutional planning + Structured sheets
Prime Design Studio,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@primedesign.in,Email,Residential clarity + Spatial sequencing
Quantum Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@quantumarchitects.in,Email,Commercial campus + Technical documentation
Radiant Architects,Mumbai,Maharashtra,India,Corporate,Mid,Residential/Commercial,Technical,Yes,Yes,Not Public,info@radiantarchitects.in,Email,Residential complex + Working drawingsFirm Name,City,State,Country,Category,Scale,Primary Typology,Design Orientation,BIM Usage,Internship Offered,Website,Contact Email,Application Method,Portfolio Emphasis Strategy
Ravi Associates Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@raviassociates.in,Email,Institutional campus + Structured documentation
Redbrick Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@redbrickarchitects.in,Email,Residential clarity + Section refinement
Reflex Architects,New Delhi,Delhi,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@reflexarchitects.in,Email,Commercial complex + Working drawings
Renaissance Architects,Hyderabad,Telangana,India,Corporate,Mid,Institutional/Residential,Technical,Yes,Yes,Not Public,info@renaissancearchitects.in,Email,Institutional planning + Technical sheets
Ridge Design Studio,Pune,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@ridgedesign.in,Email,Concept diagrams + Spatial sequencing
Ritika Architects,Jaipur,Rajasthan,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@ritikaarchitects.in,Email,Residential clarity + Detail articulation
Riverstone Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@riverstonearchitects.in,Email,Commercial campus + BIM sheets
Rudra Design Studio,Surat,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@rudradesign.in,Email,Residential layout + Section refinement
Saffron Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@saffronarchitects.in,Email,Interior detailing + Residential clarity
Samhita Architects,Bengaluru,Karnataka,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@samhitaarchitects.in,Email,Climate-responsive housing + Passive strategies
Sanket Designs,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@sanketdesigns.in,Email,Residential clarity + Clean documentation
Sapphire Architects,New Delhi,Delhi,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@sapphirearchitects.in,Email,Institutional campus + Working drawings
Saraswati Architects,Indore,Madhya Pradesh,India,Corporate,Mid,Institutional/Residential,Technical,Yes,Yes,Not Public,info@saraswatiarchitects.in,Email,Institutional planning + Structured sheets
Sattva Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@sattvadesign.in,Email,Concept diagrams + Section depth
Shilp Design Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential/Commercial,Design-Led,No,Yes,Not Public,info@shilpdesign.in,Email,Residential clarity + Detail articulation
Shrishti Architects,Pune,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@shrishtiarchitects.in,Email,Commercial complex + Documentation discipline
Shunya Architects,Bengaluru,Karnataka,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@shunyaarchitects.in,Email,Passive cooling + Climate diagrams
Silverline Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@silverlinearchitects.in,Email,Institutional campus + Technical workflow
Skyline Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@skylinedesign.in,Email,Residential layout + Section refinement
SpaceGrid Architects,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@spacegridarchitects.in,Email,Commercial campus + BIM documentation
Spectrum Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@spectrumarchitects.in,Email,Institutional planning + Working drawings
Srishti Design Studio,Jaipur,Rajasthan,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@srishtidesign.in,Email,Residential clarity + Spatial sequencing
Stambh Architects,New Delhi,Delhi,India,Boutique,Small,Residential/Urban,Conceptual,No,Yes,Not Public,info@stambharchitects.in,Email,Urban housing + Concept diagrams
Stonecraft Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@stonecraftarchitects.in,Email,Residential detailing + Material articulation
Studio Axis,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@studioaxis.in,Email,Residential clarity + Clean documentation
Studio Habitat India,Chennai,Tamil Nadu,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@studiohabitatindia.in,Email,Residential layout + Section depth
Studio Metaphor,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@studiometaphor.in,Email,Interior detailing + Residential clarity
Studio Nirman,Pune,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@studionirman.in,Email,Institutional campus + Documentation clarity
Studio Parametric,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@studioparametric.in,Email,Concept diagrams + Section refinement
Studio Square,Hyderabad,Telangana,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@studiosquare.in,Email,Residential clarity + Detail articulation
Studio Vertex India,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@studiovertexindia.in,Email,Residential layout + Clean documentation
Summit Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@summitarchitects.in,Email,Commercial complex + Structured sheets
Sutra Architects,Bengaluru,Karnataka,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@sutraarchitects.in,Email,Residential clarity + Section depth
Symmetry Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@symmetryarchitects.in,Email,Institutional planning + BIM workflow
Tangent Architects,Mumbai,Maharashtra,India,Corporate,Mid,Commercial/Residential,Technical,Yes,Yes,Not Public,info@tangentarchitects.in,Email,Residential tower + Working drawings
Terracotta Studio,Jaipur,Rajasthan,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@terracottastudio.in,Email,Concept diagrams + Spatial sequencing
The Design Code,New Delhi,Delhi,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@thedesigncode.in,Email,Institutional campus + Documentation discipline
The Grid Architects,Pune,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@thegridarchitects.in,Email,Residential clarity + Clean documentation
The Living Studio,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@thelivingstudio.in,Email,Residential layout + Section refinement
The Urban Collective,Ahmedabad,Gujarat,India,Urban,Mid,Urban Planning,Urban+Technical,Partial,Yes,Not Public,info@urbancollective.in,Email,Urban masterplan + Analytical diagrams
Triveni Architects,Mumbai,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@triveniarchitects.in,Email,Institutional planning + Technical sheets
Unity Design Studio,Hyderabad,Telangana,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@unitydesign.in,Email,Residential clarity + Detail articulation
Urban Habitat Designers,Chennai,Tamil Nadu,India,Urban,Mid,Urban/Residential,Urban+Conceptual,Partial,Yes,Not Public,info@urbanhabitat.in,Email,Urban housing + Mapping diagrams
Urban Square Architects,Mumbai,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@urbansquare.in,Email,Commercial campus + Structured workflow
UrbanStudio India,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@urbanstudio.in,Email,Residential layout + Section depth
Vertex Design Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@vertexdesign.in,Email,Residential clarity + Clean documentation
Vistaar Architects,Pune,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@vistaararchitects.in,Email,Institutional campus + Working drawings
Zenith Architects,New Delhi,Delhi,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@zenitharchitects.in,Email,Commercial complex + BIM sheetsFirm Name,City,State,Country,Category,Scale,Primary Typology,Design Orientation,BIM Usage,Internship Offered,Website,Contact Email,Application Method,Portfolio Emphasis Strategy
Aashna Architects,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@aashnaarchitects.in,Email,Residential clarity + Section refinement
Abha Narain Lambah Associates,Mumbai,Maharashtra,India,Boutique,Mid,Conservation/Institutional,Contextual,Partial,Yes,https://www.anlarchitects.com,info@anlarchitects.com,Email,Heritage conservation project + Detailed documentation
Abraham & Thakore Associates,New Delhi,Delhi,India,Interior,Mid,Interior/Institutional,Interior-Focused,No,Selective,https://www.ataindia.com,info@ataindia.com,Email,Exhibition/Interior project + Material articulation
Aditi Consultants,Pune,Maharashtra,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@aditiconsultants.in,Email,Institutional campus + Structured sheets
Advanced Architecture Studio,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@advancedarchitecture.in,Email,Commercial campus + BIM workflow
Akar Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@akardesignstudio.in,Email,Residential clarity + Spatial sequencing
Anjali Rawat Architects,Jaipur,Rajasthan,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@anjalirawat.in,Email,Residential detailing + Section depth
Architect Hafeez Contractor Associates (Regional Division),Mumbai,Maharashtra,India,Corporate,Large,Mixed-use/High-rise,Technical,Yes,Yes,https://www.hafeezcontractor.com,careers@hafeezcontractor.com,Careers Page,Tower complex + BIM documentation
Architectonics Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@architectonics.in,Email,Concept diagrams + Residential clarity
Architecture Interface,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@architectureinterface.in,Email,Institutional planning + Technical sheets
Architecture Lab India,Pune,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@architecturelab.in,Email,Residential layout + Clean documentation
Architecture Nexus,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@architecturenexus.in,Email,Commercial campus + Working drawings
Arvind Shah & Associates,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Residential,Technical,Yes,Yes,Not Public,info@arvindshahassociates.in,Email,Institutional campus + Documentation clarity
Avasiti Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@avasiti.in,Email,Interior detailing + Residential clarity
Axis Consultants,New Delhi,Delhi,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@axisconsultants.in,Email,Institutional planning + Structured sheets
Bhoomi Architecture Studio,Surat,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@bhoomiarchitecture.in,Email,Residential clarity + Section refinement
BlueLine Architects,Bengaluru,Karnataka,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@bluelinearchitects.in,Email,Commercial campus + BIM sheets
BuildSmart Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@buildsmart.in,Email,Institutional campus + Working drawings
Chirag Design Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@chiragdesign.in,Email,Concept diagrams + Clean layout
CityScape Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Urban/Institutional,Technical,Yes,Yes,Not Public,info@cityscape.in,Email,Urban masterplan + Documentation workflow
Crest Architects,Pune,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@crestarchitects.in,Email,Commercial campus + Structured sheets
Design Arch Studio,Bengaluru,Karnataka,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@designarchstudio.in,Email,Residential clarity + Detail articulation
Design Habitat Collective,Hyderabad,Telangana,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@designhabitatcollective.in,Email,Residential layout + Section depth
Design Infinity Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@designinfinity.in,Email,Institutional planning + BIM workflow
DesignCraft Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential/Interior,Interior-Focused,No,Yes,Not Public,info@designcraft.in,Email,Interior detailing + Residential clarity
EcoDesign Consultants,Pune,Maharashtra,India,Sustainable,Mid,Institutional/Sustainable,Environmental,Partial,Yes,Not Public,info@ecodesign.in,Email,Sustainable campus + Climate diagrams
EcoSphere Architects,Bengaluru,Karnataka,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@ecospherestudio.in,Email,Passive cooling + Environmental sheets
Elemental Habitat,Chennai,Tamil Nadu,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@elementalhabitat.in,Email,Residential clarity + Clean documentation
Emphasis Architects,Mumbai,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@emphasisarchitects.in,Email,Commercial complex + Structured workflow
Envision Architects,Ahmedabad,Gujarat,India,Corporate,Mid,Institutional/Residential,Technical,Yes,Yes,Not Public,info@envisionarchitects.in,Email,Institutional campus + Documentation clarity
Fabrica Architects,Hyderabad,Telangana,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@fabricaarchitects.in,Email,Concept diagrams + Section refinement
FrameWorks Architects,Pune,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@frameworksarchitects.in,Email,Commercial campus + BIM sheets
Fusion Design Collective,Bengaluru,Karnataka,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@fusiondesign.in,Email,Residential layout + Detail articulation
GeoDesign Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@geodesign.in,Email,Institutional planning + Working drawings
GreenBuild Architects,Mumbai,Maharashtra,India,Sustainable,Small,Residential,Sustainable,No,Yes,Not Public,info@greenbuild.in,Email,Climate-responsive housing + Passive systems
Habitat Logic Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@habitatlogic.in,Email,Residential clarity + Spatial sequencing
Horizon Habitat Architects,Pune,Maharashtra,India,Corporate,Mid,Residential/Commercial,Technical,Yes,Yes,Not Public,info@horizonhabitat.in,Email,Residential complex + Structured sheets
Infinite Habitat,Bengaluru,Karnataka,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@infinitehabitat.in,Email,Residential clarity + Clean documentation
Inscape Architects,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@inscapearchitects.in,Email,Commercial campus + Documentation workflow
Jagruti Design Studio,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@jagrutidesign.in,Email,Concept diagrams + Section depth
Karma Design Collective,Mumbai,Maharashtra,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@karmadesign.in,Email,Residential clarity + Detail articulation
Kinetic Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Institutional/Commercial,Technical,Yes,Yes,Not Public,info@kineticarchitects.in,Email,Institutional campus + Technical sheets
Latitude Architects,Pune,Maharashtra,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@latitudearchitects.in,Email,Commercial complex + BIM workflow
Linea Architects,Bengaluru,Karnataka,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@lineaarchitects.in,Email,Residential layout + Section refinement
Matrix Habitat Architects,Ahmedabad,Gujarat,India,Boutique,Small,Residential,Design-Led,No,Yes,Not Public,info@matrixhabitat.in,Email,Residential clarity + Clean documentation
Momentum Architects,Hyderabad,Telangana,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@momentumarchitects.in,Email,Institutional planning + Working drawings
Nirman Habitat Studio,Mumbai,Maharashtra,India,Boutique,Small,Residential,Conceptual,No,Yes,Not Public,info@nirmanhabitat.in,Email,Residential clarity + Section depth
Orbit Architects,Chennai,Tamil Nadu,India,Corporate,Mid,Commercial/Institutional,Technical,Yes,Yes,Not Public,info@orbitarchitects.in,Email,Commercial campus + Documentation disciplines
